,SurahNumber,SurahName,Disjoined letters,Nbr of Ayat,Nbr of Letters,Nbr of words,Aya number,Arabic Text,Transliterated Text
1594,11,Hud, ,123,18,3,122,وانتظروا إنا منتظرون,want4rwa ana mnt4rwn
1595,11,Hud, ,123,73,16,123,ولله غيب السماوات والأرض وإليه يرجع الأمر كله فاعبده وتوكل عليه وما ربك بغافل عما تعملون,wllh gyb alsmawat walar8 walyh yrj3 alamr klh fa3bdh wtwkl 3lyh wma rbk bgafl 3ma t3mlwn
1596,12,Yusuf,alr,111,41,9,1,بسم الله الرحمن الرحيم الر تلك آيات الكتاب المبين,bsm allh alr7mn alr7ym alr tlk ayat alktab almbyn
1597,12,Yusuf, ,111,31,6,2,إنا أنزلناه قرآنا عربيا لعلكم تعقلون,ana anzlnah 9rana 3rbya l3lkm t39lwn
1598,12,Yusuf, ,111,64,16,3,نحن نقص عليك أحسن القصص بما أوحينا إليك هذا القرآن وإن كنت من قبله لمن الغافلين,n7n n9c 3lyk a7sn al9cc bma aw7yna alyk h1a al9ran wan knt mn 9blh lmn algaflyn
1599,12,Yusuf, ,111,63,16,4,إذ قال يوسف لأبيه يا أبت إني رأيت أحد عشر كوكبا والشمس والقمر رأيتهم لي ساجدين,a1 9al ywsf labyh ya abt any rayt a7d 32r kwkba wal2ms wal9mr raythm ly sajdyn
1600,12,Yusuf, ,111,63,16,5,قال يا بني لا تقصص رؤياك على إخوتك فيكيدوا لك كيدا إن الشيطان للإنسان عدو مبين,9al ya bny la t9cc rayak 3lu a5wtk fykydwa lk kyda an al2y6an llansan 3dw mbyn
1601,12,Yusuf, ,111,106,25,6,وكذلك يجتبيك ربك ويعلمك من تأويل الأحاديث ويتم نعمته عليك وعلى آل يعقوب كما أتمها على أبويك من قبل إبراهيم وإسحاق إن ربك عليم حكيم,wk1lk yjtbyk rbk wy3lmk mn tawyl ala7ady0 wytm n3mth 3lyk w3lu al y39wb kma atmha 3lu abwyk mn 9bl abrahym was7a9 an rbk 3lym 7kym
1602,12,Yusuf, ,111,30,7,7,لقد كان في يوسف وإخوته آيات للسائلين,l9d kan fy ywsf wa5wth ayat llsaalyn
1603,12,Yusuf, ,111,57,15,8,إذ قالوا ليوسف وأخوه أحب إلى أبينا منا ونحن عصبة إن أبانا لفي ضلال مبين,a1 9alwa lywsf wa5wh a7b alu abyna mna wn7n 3cbt an abana lfy 8lal mbyn
1604,12,Yusuf, ,111,59,14,9,اقتلوا يوسف أو اطرحوه أرضا يخل لكم وجه أبيكم وتكونوا من بعده قوما صالحين,a9tlwa ywsf aw a6r7wh ar8a y5l lkm wjh abykm wtkwnwa mn b3dh 9wma cal7yn
1605,12,Yusuf, ,111,68,16,10,قال قائل منهم لا تقتلوا يوسف وألقوه في غيابت الجب يلتقطه بعض السيارة إن كنتم فاعلين,9al 9aal mnhm la t9tlwa ywsf wal9wh fy gyabt aljb ylt96h b38 alsyart an kntm fa3lyn
1606,12,Yusuf, ,111,43,12,11,قالوا يا أبانا ما لك لا تأمنا على يوسف وإنا له لناصحون,9alwa ya abana ma lk la tamna 3lu ywsf wana lh lnac7wn
1607,12,Yusuf, ,111,34,8,12,أرسله معنا غدا يرتع ويلعب وإنا له لحافظون,arslh m3na gda yrt3 wyl3b wana lh l7af4wn
1608,12,Yusuf, ,111,54,13,13,قال إني ليحزنني أن تذهبوا به وأخاف أن يأكله الذئب وأنتم عنه غافلون,9al any ly7znny an t1hbwa bh wa5af an yaklh al1ab wantm 3nh gaflwn
1609,12,Yusuf, ,111,38,9,14,قالوا لئن أكله الذئب ونحن عصبة إنا إذا لخاسرون,9alwa lan aklh al1ab wn7n 3cbt ana a1a l5asrwn
1610,12,Yusuf, ,111,76,17,15,فلما ذهبوا به وأجمعوا أن يجعلوه في غيابت الجب وأوحينا إليه لتنبئنهم بأمرهم هذا وهم لا يشعرون,flma 1hbwa bh wajm3wa an yj3lwh fy gyabt aljb waw7yna alyh ltnbanhm bamrhm h1a whm la y23rwn
1611,12,Yusuf, ,111,20,4,16,وجاءوا أباهم عشاء يبكون,wjaawa abahm 32aa ybkwn
1612,12,Yusuf, ,111,80,19,17,قالوا يا أبانا إنا ذهبنا نستبق وتركنا يوسف عند متاعنا فأكله الذئب وما أنت بمؤمن لنا ولو كنا صادقين,9alwa ya abana ana 1hbna nstb9 wtrkna ywsf 3nd mta3na faklh al1ab wma ant bmamn lna wlw kna cad9yn
1613,12,Yusuf, ,111,73,18,18,وجاءوا على قميصه بدم كذب قال بل سولت لكم أنفسكم أمرا فصبر جميل والله المستعان على ما تصفون,wjaawa 3lu 9mych bdm k1b 9al bl swlt lkm anfskm amra fcbr jmyl wallh almst3an 3lu ma tcfwn
1614,12,Yusuf, ,111,77,17,19,وجاءت سيارة فأرسلوا واردهم فأدلى دلوه قال يا بشرى هذا غلام وأسروه بضاعة والله عليم بما يعملون,wjaat syart farslwa wardhm fadlu dlwh 9al ya b2ru h1a glam wasrwh b8a3t wallh 3lym bma y3mlwn
1615,12,Yusuf, ,111,42,9,20,وشروه بثمن بخس دراهم معدودة وكانوا فيه من الزاهدين,w2rwh b0mn b5s drahm m3dwdt wkanwa fyh mn alzahdyn
1616,12,Yusuf, ,111,138,32,21,وقال الذي اشتراه من مصر لامرأته أكرمي مثواه عسى أن ينفعنا أو نتخذه ولدا وكذلك مكنا ليوسف في الأرض ولنعلمه من تأويل الأحاديث والله غالب على أمره ولكن أكثر الناس لا يعلمون,w9al al1y a2trah mn mcr lamrath akrmy m0wah 3su an ynf3na aw nt51h wlda wk1lk mkna lywsf fy alar8 wln3lmh mn tawyl ala7ady0 wallh galb 3lu amrh wlkn ak0r alnas la y3lmwn
1617,12,Yusuf, ,111,43,9,22,ولما بلغ أشده آتيناه حكما وعلما وكذلك نجزي المحسنين,wlma blg a2dh atynah 7kma w3lma wk1lk njzy alm7snyn
1618,12,Yusuf, ,111,91,23,23,وراودته التي هو في بيتها عن نفسه وغلقت الأبواب وقالت هيت لك قال معاذ الله إنه ربي أحسن مثواي إنه لا يفلح الظالمون,wrawdth alty hw fy bytha 3n nfsh wgl9t alabwab w9alt hyt lk 9al m3a1 allh anh rby a7sn m0way anh la yfl7 al4almwn
1619,12,Yusuf, ,111,76,19,24,ولقد همت به وهم بها لولا أن رأى برهان ربه كذلك لنصرف عنه السوء والفحشاء إنه من عبادنا المخلصين,wl9d hmt bh whm bha lwla an rau brhan rbh k1lk lncrf 3nh alswa walf72aa anh mn 3badna alm5lcyn
1620,12,Yusuf, ,111,89,23,25,واستبقا الباب وقدت قميصه من دبر وألفيا سيدها لدى الباب قالت ما جزاء من أراد بأهلك سوءا إلا أن يسجن أو عذاب أليم,wastb9a albab w9dt 9mych mn dbr walfya sydha ldu albab 9alt ma jzaa mn arad bahlk swaa ala an ysjn aw 31ab alym
1621,12,Yusuf, ,111,68,19,26,قال هي راودتني عن نفسي وشهد شاهد من أهلها إن كان قميصه قد من قبل فصدقت وهو من الكاذبين,9al hy rawdtny 3n nfsy w2hd 2ahd mn ahlha an kan 9mych 9d mn 9bl fcd9t whw mn alka1byn
1622,12,Yusuf, ,111,36,10,27,وإن كان قميصه قد من دبر فكذبت وهو من الصادقين,wan kan 9mych 9d mn dbr fk1bt whw mn alcad9yn
1623,12,Yusuf, ,111,43,13,28,فلما رأى قميصه قد من دبر قال إنه من كيدكن إن كيدكن عظيم,flma rau 9mych 9d mn dbr 9al anh mn kydkn an kydkn 34ym
1624,12,Yusuf, ,111,42,10,29,يوسف أعرض عن هذا واستغفري لذنبك إنك كنت من الخاطئين,ywsf a3r8 3n h1a wastgfry l1nbk ank knt mn al5a6ayn
1625,12,Yusuf, ,111,73,18,30,وقال نسوة في المدينة امرأت العزيز تراود فتاها عن نفسه قد شغفها حبا إنا لنراها في ضلال مبين,w9al nswt fy almdynt amrat al3zyz trawd ftaha 3n nfsh 9d 2gfha 7ba ana lnraha fy 8lal mbyn
1626,12,Yusuf, ,111,131,32,31,فلما سمعت بمكرهن أرسلت إليهن وأعتدت لهن متكأ وآتت كل واحدة منهن سكينا وقالت اخرج عليهن فلما رأينه أكبرنه وقطعن أيديهن وقلن حاش لله ما هذا بشرا إن هذا إلا ملك كريم,flma sm3t bmkrhn arslt alyhn wa3tdt lhn mtka watt kl wa7dt mnhn skyna w9alt a5rj 3lyhn flma raynh akbrnh w963n aydyhn w9ln 7a2 llh ma h1a b2ra an h1a ala mlk krym
1627,12,Yusuf, ,111,84,19,32,قالت فذلكن الذي لمتنني فيه ولقد راودته عن نفسه فاستعصم ولئن لم يفعل ما آمره ليسجنن وليكونا من الصاغرين,9alt f1lkn al1y lmtnny fyh wl9d rawdth 3n nfsh fast3cm wlan lm yf3l ma amrh lysjnn wlykwna mn alcagryn
1628,12,Yusuf, ,111,68,17,33,قال رب السجن أحب إلي مما يدعونني إليه وإلا تصرف عني كيدهن أصب إليهن وأكن من الجاهلين,9al rb alsjn a7b aly mma yd3wnny alyh wala tcrf 3ny kydhn acb alyhn wakn mn aljahlyn
1629,12,Yusuf, ,111,41,10,34,فاستجاب له ربه فصرف عنه كيدهن إنه هو السميع العليم,fastjab lh rbh fcrf 3nh kydhn anh hw alsmy3 al3lym
1630,12,Yusuf, ,111,38,11,35,ثم بدا لهم من بعد ما رأوا الآيات ليسجننه حتى حين,0m bda lhm mn b3d ma rawa alayat lysjnnh 7tu 7yn
1631,12,Yusuf, ,111,115,27,36,ودخل معه السجن فتيان قال أحدهما إني أراني أعصر خمرا وقال الآخر إني أراني أحمل فوق رأسي خبزا تأكل الطير منه نبئنا بتأويله إنا نراك من المحسنين,wd5l m3h alsjn ftyan 9al a7dhma any arany a3cr 5mra w9al ala5r any arany a7ml fw9 rasy 5bza takl al6yr mnh nbana btawylh ana nrak mn alm7snyn
1632,12,Yusuf, ,111,112,26,37,قال لا يأتيكما طعام ترزقانه إلا نبأتكما بتأويله قبل أن يأتيكما ذلكما مما علمني ربي إني تركت ملة قوم لا يؤمنون بالله وهم بالآخرة هم كافرون,9al la yatykma 63am trz9anh ala nbatkma btawylh 9bl an yatykma 1lkma mma 3lmny rby any trkt mlt 9wm la yamnwn ballh whm bala5rt hm kafrwn
1633,12,Yusuf, ,111,104,26,38,واتبعت ملة آبائي إبراهيم وإسحاق ويعقوب ما كان لنا أن نشرك بالله من شيء ذلك من فضل الله علينا وعلى الناس ولكن أكثر الناس لا يشكرون,watb3t mlt abaay abrahym was7a9 wy39wb ma kan lna an n2rk ballh mn 2ya 1lk mn f8l allh 3lyna w3lu alnas wlkn ak0r alnas la y2krwn
1634,12,Yusuf, ,111,46,10,39,يا صاحبي السجن أأرباب متفرقون خير أم الله الواحد القهار,ya ca7by alsjn aarbab mtfr9wn 5yr am allh alwa7d al9har
1635,12,Yusuf, ,111,127,32,40,ما تعبدون من دونه إلا أسماء سميتموها أنتم وآباؤكم ما أنزل الله بها من سلطان إن الحكم إلا لله أمر ألا تعبدوا إلا إياه ذلك الدين القيم ولكن أكثر الناس لا يعلمون,ma t3bdwn mn dwnh ala asmaa smytmwha antm wabaakm ma anzl allh bha mn sl6an an al7km ala llh amr ala t3bdwa ala ayah 1lk aldyn al9ym wlkn ak0r alnas la y3lmwn
1636,12,Yusuf, ,111,86,20,41,يا صاحبي السجن أما أحدكما فيسقي ربه خمرا وأما الآخر فيصلب فتأكل الطير من رأسه قضي الأمر الذي فيه تستفتيان,ya ca7by alsjn ama a7dkma fys9y rbh 5mra wama ala5r fyclb ftakl al6yr mn rash 98y alamr al1y fyh tstftyan
1637,12,Yusuf, ,111,70,18,42,وقال للذي ظن أنه ناج منهما اذكرني عند ربك فأنساه الشيطان ذكر ربه فلبث في السجن بضع سنين,w9al ll1y 4n anh naj mnhma a1krny 3nd rbk fansah al2y6an 1kr rbh flb0 fy alsjn b83 snyn
1638,12,Yusuf, ,111,105,25,43,وقال الملك إني أرى سبع بقرات سمان يأكلهن سبع عجاف وسبع سنبلات خضر وأخر يابسات يا أيها الملأ أفتوني في رؤياي إن كنتم للرؤيا تعبرون,w9al almlk any aru sb3 b9rat sman yaklhn sb3 3jaf wsb3 snblat 58r wa5r yabsat ya ayha almla aftwny fy rayay an kntm llraya t3brwn
1639,12,Yusuf, ,111,41,8,44,قالوا أضغاث أحلام وما نحن بتأويل الأحلام بعالمين,9alwa a8ga0 a7lam wma n7n btawyl ala7lam b3almyn
1640,12,Yusuf, ,111,50,11,45,وقال الذي نجا منهما وادكر بعد أمة أنا أنبئكم بتأويله فأرسلون,w9al al1y nja mnhma wadkr b3d amt ana anbakm btawylh farslwn
1641,12,Yusuf, ,111,96,22,46,يوسف أيها الصديق أفتنا في سبع بقرات سمان يأكلهن سبع عجاف وسبع سنبلات خضر وأخر يابسات لعلي أرجع إلى الناس لعلهم يعلمون,ywsf ayha alcdy9 aftna fy sb3 b9rat sman yaklhn sb3 3jaf wsb3 snblat 58r wa5r yabsat l3ly arj3 alu alnas l3lhm y3lmwn
1642,12,Yusuf, ,111,57,14,47,قال تزرعون سبع سنين دأبا فما حصدتم فذروه في سنبله إلا قليلا مما تأكلون,9al tzr3wn sb3 snyn daba fma 7cdtm f1rwh fy snblh ala 9lyla mma taklwn
1643,12,Yusuf, ,111,53,15,48,ثم يأتي من بعد ذلك سبع شداد يأكلن ما قدمتم لهن إلا قليلا مما تحصنون,0m yaty mn b3d 1lk sb3 2dad yakln ma 9dmtm lhn ala 9lyla mma t7cnwn
1644,12,Yusuf, ,111,39,11,49,ثم يأتي من بعد ذلك عام فيه يغاث الناس وفيه يعصرون,0m yaty mn b3d 1lk 3am fyh yga0 alnas wfyh y3crwn
1645,12,Yusuf, ,111,92,22,50,وقال الملك ائتوني به فلما جاءه الرسول قال ارجع إلى ربك فاسأله ما بال النسوة اللاتي قطعن أيديهن إن ربي بكيدهن عليم,w9al almlk aatwny bh flma jaah alrswl 9al arj3 alu rbk fasalh ma bal alnswt allaty 963n aydyhn an rby bkydhn 3lym
1646,12,Yusuf, ,111,110,29,51,قال ما خطبكن إذ راودتن يوسف عن نفسه قلن حاش لله ما علمنا عليه من سوء قالت امرأت العزيز الآن حصحص الحق أنا راودته عن نفسه وإنه لمن الصادقين,9al ma 56bkn a1 rawdtn ywsf 3n nfsh 9ln 7a2 llh ma 3lmna 3lyh mn swa 9alt amrat al3zyz alan 7c7c al79 ana rawdth 3n nfsh wanh lmn alcad9yn
1647,12,Yusuf, ,111,47,12,52,ذلك ليعلم أني لم أخنه بالغيب وأن الله لا يهدي كيد الخائنين,1lk ly3lm any lm a5nh balgyb wan allh la yhdy kyd al5aanyn
1648,12,Yusuf, ,111,54,15,53,وما أبرئ نفسي إن النفس لأمارة بالسوء إلا ما رحم ربي إن ربي غفور رحيم,wma abra nfsy an alnfs lamart balswa ala ma r7m rby an rby gfwr r7ym
1649,12,Yusuf, ,111,61,14,54,وقال الملك ائتوني به أستخلصه لنفسي فلما كلمه قال إنك اليوم لدينا مكين أمين,w9al almlk aatwny bh ast5lch lnfsy flma klmh 9al ank alywm ldyna mkyn amyn
1650,12,Yusuf, ,111,33,8,55,قال اجعلني على خزائن الأرض إني حفيظ عليم,9al aj3lny 3lu 5zaan alar8 any 7fy4 3lym
1651,12,Yusuf, ,111,72,17,56,وكذلك مكنا ليوسف في الأرض يتبوأ منها حيث يشاء نصيب برحمتنا من نشاء ولا نضيع أجر المحسنين,wk1lk mkna lywsf fy alar8 ytbwa mnha 7y0 y2aa ncyb br7mtna mn n2aa wla n8y3 ajr alm7snyn
1652,12,Yusuf, ,111,35,7,57,ولأجر الآخرة خير للذين آمنوا وكانوا يتقون,wlajr ala5rt 5yr ll1yn amnwa wkanwa yt9wn
1653,12,Yusuf, ,111,39,9,58,وجاء إخوة يوسف فدخلوا عليه فعرفهم وهم له منكرون,wjaa a5wt ywsf fd5lwa 3lyh f3rfhm whm lh mnkrwn
1654,12,Yusuf, ,111,72,17,59,ولما جهزهم بجهازهم قال ائتوني بأخ لكم من أبيكم ألا ترون أني أوفي الكيل وأنا خير المنزلين,wlma jhzhm bjhazhm 9al aatwny ba5 lkm mn abykm ala trwn any awfy alkyl wana 5yr almnzlyn
1655,12,Yusuf, ,111,35,10,60,فإن لم تأتوني به فلا كيل لكم عندي ولا تقربون,fan lm tatwny bh fla kyl lkm 3ndy wla t9rbwn
1656,12,Yusuf, ,111,29,6,61,قالوا سنراود عنه أباه وإنا لفاعلون,9alwa snrawd 3nh abah wana lfa3lwn
1657,12,Yusuf, ,111,74,14,62,وقال لفتيانه اجعلوا بضاعتهم في رحالهم لعلهم يعرفونها إذا انقلبوا إلى أهلهم لعلهم يرجعون,w9al lftyanh aj3lwa b8a3thm fy r7alhm l3lhm y3rfwnha a1a an9lbwa alu ahlhm l3lhm yrj3wn
1658,12,Yusuf, ,111,71,17,63,فلما رجعوا إلى أبيهم قالوا يا أبانا منع منا الكيل فأرسل معنا أخانا نكتل وإنا له لحافظون,flma rj3wa alu abyhm 9alwa ya abana mn3 mna alkyl farsl m3na a5ana nktl wana lh l7af4wn
1659,12,Yusuf, ,111,66,17,64,قال هل آمنكم عليه إلا كما أمنتكم على أخيه من قبل فالله خير حافظا وهو أرحم الراحمين,9al hl amnkm 3lyh ala kma amntkm 3lu a5yh mn 9bl fallh 5yr 7af4a whw ar7m alra7myn
1660,12,Yusuf, ,111,114,26,65,ولما فتحوا متاعهم وجدوا بضاعتهم ردت إليهم قالوا يا أبانا ما نبغي هذه بضاعتنا ردت إلينا ونمير أهلنا ونحفظ أخانا ونزداد كيل بعير ذلك كيل يسير,wlma ft7wa mta3hm wjdwa b8a3thm rdt alyhm 9alwa ya abana ma nbgy h1h b8a3tna rdt alyna wnmyr ahlna wn7f4 a5ana wnzdad kyl b3yr 1lk kyl ysyr
1661,12,Yusuf, ,111,88,24,66,قال لن أرسله معكم حتى تؤتون موثقا من الله لتأتنني به إلا أن يحاط بكم فلما آتوه موثقهم قال الله على ما نقول وكيل,9al ln arslh m3km 7tu tatwn mw09a mn allh ltatnny bh ala an y7a6 bkm flma atwh mw09hm 9al allh 3lu ma n9wl wkyl
1662,12,Yusuf, ,111,111,28,67,وقال يا بني لا تدخلوا من باب واحد وادخلوا من أبواب متفرقة وما أغني عنكم من الله من شيء إن الحكم إلا لله عليه توكلت وعليه فليتوكل المتوكلون,w9al ya bny la td5lwa mn bab wa7d wad5lwa mn abwab mtfr9t wma agny 3nkm mn allh mn 2ya an al7km ala llh 3lyh twklt w3lyh flytwkl almtwklwn
1663,12,Yusuf, ,111,110,30,68,ولما دخلوا من حيث أمرهم أبوهم ما كان يغني عنهم من الله من شيء إلا حاجة في نفس يعقوب قضاها وإنه لذو علم لما علمناه ولكن أكثر الناس لا يعلمون,wlma d5lwa mn 7y0 amrhm abwhm ma kan ygny 3nhm mn allh mn 2ya ala 7ajt fy nfs y39wb 98aha wanh l1w 3lm lma 3lmnah wlkn ak0r alnas la y3lmwn
1664,12,Yusuf, ,111,62,16,69,ولما دخلوا على يوسف آوى إليه أخاه قال إني أنا أخوك فلا تبتئس بما كانوا يعملون,wlma d5lwa 3lu ywsf awu alyh a5ah 9al any ana a5wk fla tbtas bma kanwa y3mlwn
1665,12,Yusuf, ,111,65,15,70,فلما جهزهم بجهازهم جعل السقاية في رحل أخيه ثم أذن مؤذن أيتها العير إنكم لسارقون,flma jhzhm bjhazhm j3l als9ayt fy r7l a5yh 0m a1n ma1n aytha al3yr ankm lsar9wn
1666,12,Yusuf, ,111,27,5,71,قالوا وأقبلوا عليهم ماذا تفقدون,9alwa wa9blwa 3lyhm ma1a tf9dwn
1667,12,Yusuf, ,111,44,12,72,قالوا نفقد صواع الملك ولمن جاء به حمل بعير وأنا به زعيم,9alwa nf9d cwa3 almlk wlmn jaa bh 7ml b3yr wana bh z3ym
1668,12,Yusuf, ,111,48,12,73,قالوا تالله لقد علمتم ما جئنا لنفسد في الأرض وما كنا سارقين,9alwa tallh l9d 3lmtm ma jana lnfsd fy alar8 wma kna sar9yn
1669,12,Yusuf, ,111,25,6,74,قالوا فما جزاؤه إن كنتم كاذبين,9alwa fma jzaah an kntm ka1byn
1670,12,Yusuf, ,111,45,11,75,قالوا جزاؤه من وجد في رحله فهو جزاؤه كذلك نجزي الظالمين,9alwa jzaah mn wjd fy r7lh fhw jzaah k1lk njzy al4almyn
1671,12,Yusuf, ,111,123,33,76,فبدأ بأوعيتهم قبل وعاء أخيه ثم استخرجها من وعاء أخيه كذلك كدنا ليوسف ما كان ليأخذ أخاه في دين الملك إلا أن يشاء الله نرفع درجات من نشاء وفوق كل ذي علم عليم,fbda baw3ythm 9bl w3aa a5yh 0m ast5rjha mn w3aa a5yh k1lk kdna lywsf ma kan lya51 a5ah fy dyn almlk ala an y2aa allh nrf3 drjat mn n2aa wfw9 kl 1y 3lm 3lym
1672,12,Yusuf, ,111,84,24,77,قالوا إن يسرق فقد سرق أخ له من قبل فأسرها يوسف في نفسه ولم يبدها لهم قال أنتم شر مكانا والله أعلم بما تصفون,9alwa an ysr9 f9d sr9 a5 lh mn 9bl fasrha ywsf fy nfsh wlm ybdha lhm 9al antm 2r mkana wallh a3lm bma tcfwn
1673,12,Yusuf, ,111,63,16,78,قالوا يا أيها العزيز إن له أبا شيخا كبيرا فخذ أحدنا مكانه إنا نراك من المحسنين,9alwa ya ayha al3zyz an lh aba 2y5a kbyra f51 a7dna mkanh ana nrak mn alm7snyn
1674,12,Yusuf, ,111,50,13,79,قال معاذ الله أن نأخذ إلا من وجدنا متاعنا عنده إنا إذا لظالمون,9al m3a1 allh an na51 ala mn wjdna mta3na 3ndh ana a1a l4almwn
1675,12,Yusuf, ,111,139,37,80,فلما استيأسوا منه خلصوا نجيا قال كبيرهم ألم تعلموا أن أباكم قد أخذ عليكم موثقا من الله ومن قبل ما فرطتم في يوسف فلن أبرح الأرض حتى يأذن لي أبي أو يحكم الله لي وهو خير الحاكمين,flma astyaswa mnh 5lcwa njya 9al kbyrhm alm t3lmwa an abakm 9d a51 3lykm mw09a mn allh wmn 9bl ma fr6tm fy ywsf fln abr7 alar8 7tu ya1n ly aby aw y7km allh ly whw 5yr al7akmyn
1676,12,Yusuf, ,111,72,18,81,ارجعوا إلى أبيكم فقولوا يا أبانا إن ابنك سرق وما شهدنا إلا بما علمنا وما كنا للغيب حافظين,arj3wa alu abykm f9wlwa ya abana an abnk sr9 wma 2hdna ala bma 3lmna wma kna llgyb 7af4yn
1677,12,Yusuf, ,111,53,11,82,واسأل القرية التي كنا فيها والعير التي أقبلنا فيها وإنا لصادقون,wasal al9ryt alty kna fyha wal3yr alty a9blna fyha wana lcad9wn
1678,12,Yusuf, ,111,70,18,83,قال بل سولت لكم أنفسكم أمرا فصبر جميل عسى الله أن يأتيني بهم جميعا إنه هو العليم الحكيم,9al bl swlt lkm anfskm amra fcbr jmyl 3su allh an yatyny bhm jmy3a anh hw al3lym al7kym
1679,12,Yusuf, ,111,51,13,84,وتولى عنهم وقال يا أسفى على يوسف وابيضت عيناه من الحزن فهو كظيم,wtwlu 3nhm w9al ya asfu 3lu ywsf waby8t 3ynah mn al7zn fhw k4ym
1680,12,Yusuf, ,111,49,12,85,قالوا تالله تفتأ تذكر يوسف حتى تكون حرضا أو تكون من الهالكين,9alwa tallh tfta t1kr ywsf 7tu tkwn 7r8a aw tkwn mn alhalkyn
1681,12,Yusuf, ,111,47,13,86,قال إنما أشكو بثي وحزني إلى الله وأعلم من الله ما لا تعلمون,9al anma a2kw b0y w7zny alu allh wa3lm mn allh ma la t3lmwn
1682,12,Yusuf, ,111,81,21,87,يا بني اذهبوا فتحسسوا من يوسف وأخيه ولا تيأسوا من روح الله إنه لا ييأس من روح الله إلا القوم الكافرون,ya bny a1hbwa ft7sswa mn ywsf wa5yh wla tyaswa mn rw7 allh anh la yyas mn rw7 allh ala al9wm alkafrwn
1683,12,Yusuf, ,111,101,22,88,فلما دخلوا عليه قالوا يا أيها العزيز مسنا وأهلنا الضر وجئنا ببضاعة مزجاة فأوف لنا الكيل وتصدق علينا إن الله يجزي المتصدقين,flma d5lwa 3lyh 9alwa ya ayha al3zyz msna wahlna al8r wjana bb8a3t mzjat fawf lna alkyl wtcd9 3lyna an allh yjzy almtcd9yn
1684,12,Yusuf, ,111,39,10,89,قال هل علمتم ما فعلتم بيوسف وأخيه إذ أنتم جاهلون,9al hl 3lmtm ma f3ltm bywsf wa5yh a1 antm jahlwn
1685,12,Yusuf, ,111,84,23,90,قالوا أإنك لأنت يوسف قال أنا يوسف وهذا أخي قد من الله علينا إنه من يتق ويصبر فإن الله لا يضيع أجر المحسنين,9alwa aank lant ywsf 9al ana ywsf wh1a a5y 9d mn allh 3lyna anh mn yt9 wycbr fan allh la y8y3 ajr alm7snyn
1686,12,Yusuf, ,111,39,9,91,قالوا تالله لقد آثرك الله علينا وإن كنا لخاطئين,9alwa tallh l9d a0rk allh 3lyna wan kna l5a6ayn
1687,12,Yusuf, ,111,46,11,92,قال لا تثريب عليكم اليوم يغفر الله لكم وهو أرحم الراحمين,9al la t0ryb 3lykm alywm ygfr allh lkm whw ar7m alra7myn
1688,12,Yusuf, ,111,56,12,93,اذهبوا بقميصي هذا فألقوه على وجه أبي يأت بصيرا وأتوني بأهلكم أجمعين,a1hbwa b9mycy h1a fal9wh 3lu wjh aby yat bcyra watwny bahlkm ajm3yn
1689,12,Yusuf, ,111,47,12,94,ولما فصلت العير قال أبوهم إني لأجد ريح يوسف لولا أن تفندون,wlma fclt al3yr 9al abwhm any lajd ry7 ywsf lwla an tfndwn
1690,12,Yusuf, ,111,27,6,95,قالوا تالله إنك لفي ضلالك القديم,9alwa tallh ank lfy 8lalk al9dym
1691,12,Yusuf, ,111,72,20,96,فلما أن جاء البشير ألقاه على وجهه فارتد بصيرا قال ألم أقل لكم إني أعلم من الله ما لا تعلمون,flma an jaa alb2yr al9ah 3lu wjhh fartd bcyra 9al alm a9l lkm any a3lm mn allh ma la t3lmwn
1692,12,Yusuf, ,111,39,9,97,قالوا يا أبانا استغفر لنا ذنوبنا إنا كنا خاطئين,9alwa ya abana astgfr lna 1nwbna ana kna 5a6ayn
1693,12,Yusuf, ,111,35,9,98,قال سوف أستغفر لكم ربي إنه هو الغفور الرحيم,9al swf astgfr lkm rby anh hw algfwr alr7ym
1694,12,Yusuf, ,111,55,14,99,فلما دخلوا على يوسف آوى إليه أبويه وقال ادخلوا مصر إن شاء الله آمنين,flma d5lwa 3lu ywsf awu alyh abwyh w9al ad5lwa mcr an 2aa allh amnyn
1695,12,Yusuf, ,111,169,47,100,ورفع أبويه على العرش وخروا له سجدا وقال يا أبت هذا تأويل رؤياي من قبل قد جعلها ربي حقا وقد أحسن بي إذ أخرجني من السجن وجاء بكم من البدو من بعد أن نزغ الشيطان بيني وبين إخوتي إن ربي لطيف لما يشاء إنه هو العليم الحكيم,wrf3 abwyh 3lu al3r2 w5rwa lh sjda w9al ya abt h1a tawyl rayay mn 9bl 9d j3lha rby 79a w9d a7sn by a1 a5rjny mn alsjn wjaa bkm mn albdw mn b3d an nzg al2y6an byny wbyn a5wty an rby l6yf lma y2aa anh hw al3lym al7kym
1696,12,Yusuf, ,111,105,21,101,رب قد آتيتني من الملك وعلمتني من تأويل الأحاديث فاطر السماوات والأرض أنت وليي في الدنيا والآخرة توفني مسلما وألحقني بالصالحين,rb 9d atytny mn almlk w3lmtny mn tawyl ala7ady0 fa6r alsmawat walar8 ant wlyy fy aldnya wala5rt twfny mslma wal79ny balcal7yn
1697,12,Yusuf, ,111,57,14,102,ذلك من أنباء الغيب نوحيه إليك وما كنت لديهم إذ أجمعوا أمرهم وهم يمكرون,1lk mn anbaa algyb nw7yh alyk wma knt ldyhm a1 ajm3wa amrhm whm ymkrwn
